Date,Campaign,Campaign Type,Impressions,Clicks,Conversions,Revenue,Cost,Region,AdCreative
19/05/23,Facebook,Retargeting,63809,1754,64,"$1,064.85","$4,903.79",South West,CreativeC
19/05/23,Instagram,Retargeting,108800,1635,48,"$12,857.63",$381.73,East Midlands,CreativeB
19/05/23,YouTube,Prospecting,12603,3128,199,"$9,899.15",$966.08,East of England,CreativeB
20/05/23,Instagram,Retargeting,30952,862,21,"$7,666.38",$977.04,South West,CreativeB
20/05/23,YouTube,Retargeting,97227,60,74,"$3,197.54","$5,703.90",Northern Ireland,CreativeA
20/05/23,SnapChat,Prospecting,76281,1133,29,"$1,838.84","$1,370.60",Wales,CreativeB
20/05/23,Facebook,Prospecting,29746,72,135,"$9,359.29","$3,375.13",Wales,CreativeC
20/05/23,TikTok,Retargeting,79985,765,42,"$10,751.05","$5,766.05",Wales,CreativeA
20/05/23,YouTube,Retargeting,55585,354,42,"$1,183.15","$3,988.86",London,CreativeB
20/05/23,YouTube,Prospecting,2716,954,25,"$4,693.06","$5,043.57",Yorkshire and the Humber,CreativeB
20/05/23,SnapChat,Retargeting,99899,1856,218,"$9,375.60","$3,678.03",Yorkshire and the Humber,CreativeB
20/05/23,Facebook,Retargeting,1031,1616,17,"$1,792.78","$2,892.10",North East,CreativeA
20/05/23,Instagram,Retargeting,6836,257,42,"$2,483.12","$2,011.15",West Midlands,CreativeB
20/05/23,YouTube,Prospecting,49099,2060,25,"$3,262.62",$520.11,North East,CreativeA
20/05/23,YouTube,Prospecting,93855,826,173,"$10,404.01","$2,023.09",London,CreativeB
20/05/23,YouTube,Retargeting,64041,117,28,"$7,418.96","$6,269.05",Wales,CreativeB
20/05/23,YouTube,Prospecting,67145,2502,96,"$3,826.54","$2,350.25",South East,CreativeC
20/05/23,SnapChat,Retargeting,3688,1268,84,"$12,368.38",$162.86,Wales,CreativeA
20/05/23,Facebook,Retargeting,14335,232,247,"$6,663.44",$486.73,London,CreativeA
20/05/23,YouTube,Prospecting,86211,1983,169,"$8,804.13","$2,532.16",East of England,CreativeC
20/05/23,Instagram,Prospecting,25369,549,272,"$13,381.20","$6,470.91",Yorkshire and the Humber,CreativeB
20/05/23,Instagram,Retargeting,90581,711,175,"$5,650.43","$3,571.58",South East,CreativeA
20/05/23,TikTok,Prospecting,66324,2497,20,"$4,393.17","$4,827.43",East of England,CreativeC
20/05/23,YouTube,Prospecting,4849,933,149,"$8,365.24","$7,909.06",Northern Ireland,CreativeB
20/05/23,YouTube,Prospecting,41837,1605,156,"$1,828.99",$926.17,Northern Ireland,CreativeB
20/05/23,YouTube,Prospecting,87750,2677,94,"$2,888.87",$800.22,Yorkshire and the Humber,CreativeA
20/05/23,YouTube,Retargeting,45851,1004,45,"$5,422.55","$3,118.34",West Midlands,CreativeB
20/05/23,YouTube,Retargeting,38098,213,18,$934.06,$127.41,East of England,CreativeA
20/05/23,Instagram,Prospecting,38440,1050,214,"$6,044.15","$1,195.74",London,CreativeC
20/05/23,Facebook,Retargeting,29410,1987,178,"$8,316.14","$6,458.61",London,CreativeC
20/05/23,Facebook,Prospecting,63888,1343,31,"$1,448.83","$2,940.81",Northern Ireland,CreativeA
20/05/23,TikTok,Prospecting,11610,2332,74,"$8,994.50","$2,172.87",Scotland,CreativeB
20/05/23,Instagram,Prospecting,29225,2211,189,"$6,347.77","$3,970.52",North West,CreativeB
20/05/23,YouTube,Retargeting,3214,1374,48,"$4,124.74","$7,416.17",Yorkshire and the Humber,CreativeB
20/05/23,Facebook,Retargeting,10672,482,186,"$8,198.26","$1,972.01",South West,CreativeA
20/05/23,SnapChat,Retargeting,101553,265,185,"$1,588.74","$1,743.53",Northern Ireland,CreativeB
20/05/23,SnapChat,Prospecting,19425,334,30,"$1,743.98","$3,303.43",North West,CreativeC
20/05/23,SnapChat,Retargeting,17256,3280,200,"$5,334.30","$5,786.48",South West,CreativeC
20/05/23,YouTube,Retargeting,7553,1675,128,"$3,884.71","$3,630.45",Wales,CreativeA
20/05/23,YouTube,Prospecting,74874,3285,15,"$3,329.65",$421.93,South East,CreativeC
20/05/23,TikTok,Prospecting,16412,1507,23,"$3,145.93",$653.49,North East,CreativeC
20/05/23,TikTok,Prospecting,78699,1006,189,"$9,906.23",$909.66,Yorkshire and the Humber,CreativeB
20/05/23,TikTok,Prospecting,67694,1560,11,"$8,679.02","$6,633.65",West Midlands,CreativeA
20/05/23,SnapChat,Retargeting,106269,2283,20,"$1,908.08",$271.52,East of England,CreativeC
20/05/23,YouTube,Retargeting,45143,819,66,"$6,619.24","$3,790.67",London,CreativeA
20/05/23,SnapChat,Prospecting,82842,1453,95,"$2,626.61","$3,614.00",North East,CreativeC
20/05/23,TikTok,Prospecting,80747,2364,270,$915.83,"$2,503.80",North East,CreativeB
20/05/23,YouTube,Prospecting,30287,1299,163,"$7,839.04","$8,314.37",East Midlands,CreativeC
20/05/23,Instagram,Prospecting,85015,832,172,"$5,926.88","$5,481.89",London,CreativeC
20/05/23,Facebook,Retargeting,65490,164,39,"$6,090.69","$1,268.34",South West,CreativeC
20/05/23,Facebook,Prospecting,20112,705,74,"$1,633.55","$1,836.31",East Midlands,CreativeB
20/05/23,TikTok,Prospecting,85710,179,47,"$6,581.65","$6,923.09",East Midlands,CreativeA
20/05/23,SnapChat,Retargeting,34823,3106,116,"$7,982.92","$7,387.73",East Midlands,CreativeA
20/05/23,Instagram,Prospecting,72593,1260,45,"$6,853.18","$2,069.30",North East,CreativeB
20/05/23,YouTube,Prospecting,15746,555,47,"$2,870.17","$3,361.83",Yorkshire and the Humber,CreativeC
20/05/23,SnapChat,Prospecting,79670,2251,23,$768.14,"$3,828.27",Scotland,CreativeC
20/05/23,TikTok,Prospecting,80203,1350,284,"$4,723.71",$329.37,Northern Ireland,CreativeA
20/05/23,SnapChat,Prospecting,100174,880,47,"$11,481.66","$1,581.23",West Midlands,CreativeB
20/05/23,TikTok,Retargeting,45445,2807,14,"$2,604.63","$1,748.81",East of England,CreativeA
20/05/23,Facebook,Retargeting,6996,781,14,"$13,410.04","$1,912.98",London,CreativeB
20/05/23,Facebook,Retargeting,1938,852,29,"$14,898.05","$6,884.39",London,CreativeA
20/05/23,SnapChat,Retargeting,53136,1427,144,"$2,290.59","$5,418.96",Scotland,CreativeB
20/05/23,Instagram,Prospecting,15671,488,174,"$14,747.76","$2,335.23",North East,CreativeB
21/05/23,Facebook,Prospecting,42477,868,168,"$1,973.62","$3,829.93",East of England,CreativeB
21/05/23,Instagram,Prospecting,65946,2127,167,"$9,445.18","$2,235.86",West Midlands,CreativeA
21/05/23,YouTube,Prospecting,51360,2356,24,"$8,331.84",$613.84,London,CreativeA
21/05/23,TikTok,Prospecting,48497,348,242,"$2,983.36","$3,843.54",London,CreativeA
21/05/23,SnapChat,Retargeting,109469,477,58,"$11,744.51","$2,669.96",Northern Ireland,CreativeA
21/05/23,SnapChat,Retargeting,105958,1518,52,"$4,761.17","$1,630.51",Yorkshire and the Humber,CreativeB
21/05/23,Facebook,Retargeting,12724,1266,187,"$10,225.19","$1,783.95",Yorkshire and the Humber,CreativeB
21/05/23,YouTube,Retargeting,97474,231,131,"$11,745.39",$584.34,Yorkshire and the Humber,CreativeA
21/05/23,Facebook,Retargeting,51765,377,122,"$6,105.21","$6,311.18",West Midlands,CreativeA
21/05/23,Instagram,Retargeting,15960,387,167,"$2,146.22",$793.82,East Midlands,CreativeA
21/05/23,Instagram,Prospecting,23042,1338,63,"$1,328.01","$2,267.97",North West,CreativeB
21/05/23,Instagram,Retargeting,84036,936,91,"$7,628.79","$2,097.41",South West,CreativeA
21/05/23,SnapChat,Retargeting,73723,1156,7,"$2,637.92","$3,635.59",Wales,CreativeB
21/05/23,YouTube,Retargeting,85935,3432,11,"$4,333.76","$7,994.37",West Midlands,CreativeB
21/05/23,Facebook,Retargeting,29798,1323,7,"$7,776.06",$715.73,North East,CreativeC
21/05/23,Facebook,Retargeting,6343,177,134,"$2,306.49","$3,039.54",West Midlands,CreativeA
21/05/23,Instagram,Retargeting,55409,1904,232,"$2,487.90",$916.70,West Midlands,CreativeC
21/05/23,YouTube,Retargeting,29603,214,43,"$7,091.33","$4,739.97",North West,CreativeB
21/05/23,YouTube,Retargeting,46967,334,207,"$11,248.44","$7,050.76",West Midlands,CreativeC
21/05/23,TikTok,Prospecting,5343,668,246,"$6,264.73",$858.10,Wales,CreativeC
21/05/23,YouTube,Prospecting,99967,1221,29,"$6,512.24","$8,410.41",Yorkshire and the Humber,CreativeB
21/05/23,YouTube,Prospecting,51175,253,162,"$2,004.62","$5,128.60",Northern Ireland,CreativeA
21/05/23,Facebook,Retargeting,63688,156,231,"$9,934.15","$1,866.70",North East,CreativeB
21/05/23,YouTube,Prospecting,66772,545,174,"$11,219.00","$2,203.89",Scotland,CreativeA
21/05/23,YouTube,Retargeting,24070,478,96,"$2,574.56","$5,515.44",Wales,CreativeA
21/05/23,Facebook,Prospecting,9981,1764,38,"$4,490.12","$3,424.64",South West,CreativeA
21/05/23,YouTube,Prospecting,86263,189,204,"$6,943.16","$6,562.23",North West,CreativeC
21/05/23,Facebook,Retargeting,42695,349,57,"$7,638.92","$1,172.47",North East,CreativeC
21/05/23,TikTok,Retargeting,17405,2683,77,"$12,156.69","$6,152.63",West Midlands,CreativeB
21/05/23,SnapChat,Retargeting,25893,149,53,"$2,348.55","$2,356.41",East Midlands,CreativeA
21/05/23,Facebook,Retargeting,46463,52,144,"$3,170.87",$991.99,South East,CreativeA
21/05/23,Facebook,Prospecting,982,1491,79,"$2,602.39","$4,001.63",East Midlands,CreativeB
21/05/23,YouTube,Prospecting,55090,248,103,"$8,079.39","$7,416.77",London,CreativeA
21/05/23,Facebook,Retargeting,70384,905,194,"$6,423.77",$489.01,West Midlands,CreativeA
21/05/23,Instagram,Prospecting,79442,63,52,"$3,960.84","$1,229.28",North West,CreativeC
21/05/23,Instagram,Prospecting,113429,2298,137,"$4,629.27","$2,915.59",Yorkshire and the Humber,CreativeB
21/05/23,TikTok,Prospecting,21779,855,56,"$3,530.27","$1,470.14",Wales,CreativeB
21/05/23,Facebook,Retargeting,66102,1377,221,"$9,004.65","$1,142.19",North West,CreativeB
21/05/23,YouTube,Retargeting,13451,2509,33,"$9,071.91","$3,892.66",Scotland,CreativeA
21/05/23,YouTube,Retargeting,80527,283,18,"$2,921.01","$8,897.68",East of England,CreativeB
21/05/23,SnapChat,Prospecting,15036,1248,148,"$3,554.32",$428.42,Wales,CreativeA
21/05/23,TikTok,Retargeting,66069,2536,24,"$11,419.34","$1,617.07",North East,CreativeB
21/05/23,YouTube,Retargeting,95789,235,45,"$3,356.56","$3,640.44",North West,CreativeB
21/05/23,SnapChat,Prospecting,70274,1525,138,"$2,545.41",$459.22,South West,CreativeB
21/05/23,YouTube,Retargeting,24989,1800,35,"$5,456.97",$525.11,Wales,CreativeB
21/05/23,SnapChat,Retargeting,94313,54,42,"$7,120.65","$2,922.69",Scotland,CreativeC
21/05/23,Instagram,Retargeting,83430,2446,45,"$6,225.51","$1,606.79",Yorkshire and the Humber,CreativeA
21/05/23,Instagram,Prospecting,88409,105,17,"$14,902.51","$1,502.18",Scotland,CreativeA
21/05/23,YouTube,Retargeting,35761,1230,43,"$7,701.61","$1,821.43",Wales,CreativeA
21/05/23,TikTok,Prospecting,85908,1294,35,"$10,645.38","$2,442.42",London,CreativeA
21/05/23,Facebook,Prospecting,29450,549,173,"$4,842.78","$1,007.96",West Midlands,CreativeC
21/05/23,TikTok,Prospecting,65456,406,206,"$11,227.54","$3,120.35",Scotland,CreativeB
21/05/23,TikTok,Prospecting,15441,2169,17,"$5,008.90","$3,988.73",East Midlands,CreativeB
21/05/23,Facebook,Prospecting,67930,1625,199,"$9,527.46","$3,169.99",East of England,CreativeC
21/05/23,Instagram,Prospecting,103823,224,28,"$11,363.16","$2,648.79",East of England,CreativeC
21/05/23,Instagram,Retargeting,64487,97,228,"$11,046.44",$896.48,Wales,CreativeA
21/05/23,Facebook,Retargeting,52125,519,33,"$8,004.89","$3,164.19",West Midlands,CreativeB
21/05/23,SnapChat,Prospecting,98211,2913,208,"$3,759.09","$3,921.92",North East,CreativeB
21/05/23,TikTok,Prospecting,29363,2984,221,"$3,347.28","$2,094.60",Scotland,CreativeA
21/05/23,YouTube,Retargeting,5459,1298,97,"$4,138.78","$2,426.12",East Midlands,CreativeA
21/05/23,Instagram,Retargeting,85948,219,67,"$7,995.55",$655.92,London,CreativeB
22/05/23,Instagram,Prospecting,91314,1228,14,"$3,280.69","$3,328.13",South East,CreativeB
22/05/23,Instagram,Retargeting,53672,74,132,"$11,399.55","$2,780.58",East of England,CreativeB
22/05/23,SnapChat,Prospecting,9136,2584,26,"$8,784.83","$4,324.85",North West,CreativeC
22/05/23,Instagram,Prospecting,111011,1918,251,"$13,758.45",$116.90,Yorkshire and the Humber,CreativeB
22/05/23,Instagram,Retargeting,27528,31,279,"$15,158.67","$6,325.23",North East,CreativeC
22/05/23,SnapChat,Prospecting,109404,562,155,"$8,956.83","$4,353.67",Scotland,CreativeB
22/05/23,TikTok,Retargeting,58505,1168,183,"$6,653.26","$2,625.99",North West,CreativeC
22/05/23,YouTube,Prospecting,45146,1411,44,"$11,634.39","$8,402.89",South West,CreativeA
22/05/23,YouTube,Prospecting,14657,1416,161,"$11,637.59","$8,955.63",Yorkshire and the Humber,CreativeC
22/05/23,Instagram,Prospecting,100841,2445,43,"$1,993.71","$3,023.14",South East,CreativeB
22/05/23,YouTube,Prospecting,1699,307,199,"$8,340.57","$1,683.61",Yorkshire and the Humber,CreativeC
22/05/23,TikTok,Retargeting,66691,1108,62,"$10,106.87","$2,518.00",Northern Ireland,CreativeA
22/05/23,Instagram,Retargeting,9731,52,153,"$15,609.73","$3,276.05",West Midlands,CreativeB
22/05/23,YouTube,Retargeting,75323,2396,50,"$2,061.08","$1,578.68",West Midlands,CreativeC
22/05/23,Facebook,Prospecting,40932,897,244,"$10,758.05","$1,209.93",South East,CreativeA
22/05/23,Facebook,Retargeting,20892,985,46,"$12,865.75","$2,118.50",Yorkshire and the Humber,CreativeC
22/05/23,Facebook,Retargeting,65739,1558,208,"$14,340.78","$2,306.91",Northern Ireland,CreativeB
22/05/23,Facebook,Prospecting,53238,720,87,"$2,488.00","$2,167.79",North East,CreativeA
22/05/23,Facebook,Retargeting,8908,1316,38,"$9,871.31","$7,571.95",South East,CreativeC
22/05/23,Instagram,Prospecting,26212,1373,81,"$15,817.80","$4,797.03",East of England,CreativeC
22/05/23,SnapChat,Prospecting,1827,1968,19,"$2,306.39","$1,364.57",North East,CreativeB
22/05/23,SnapChat,Retargeting,81309,3100,161,"$13,669.33","$2,734.15",East Midlands,CreativeC
22/05/23,Instagram,Retargeting,75304,2394,139,"$8,690.85","$1,682.15",East of England,CreativeB
22/05/23,Instagram,Retargeting,27550,331,182,"$4,905.38","$3,320.05",West Midlands,CreativeB
22/05/23,TikTok,Retargeting,9553,673,243,"$3,333.35",$901.13,South East,CreativeC
22/05/23,SnapChat,Prospecting,79648,2918,10,"$6,076.71","$3,748.63",North West,CreativeC
22/05/23,Facebook,Retargeting,53692,1354,7,"$5,742.67","$2,421.37",South West,CreativeC
22/05/23,Instagram,Prospecting,109648,403,186,"$1,676.44","$5,060.50",North East,CreativeB
22/05/23,Facebook,Retargeting,40518,162,209,"$11,186.51",$904.69,Northern Ireland,CreativeA
22/05/23,SnapChat,Prospecting,88007,1575,150,"$10,970.27","$2,060.93",South West,CreativeA
22/05/23,YouTube,Retargeting,79615,3468,42,"$3,728.20","$3,259.47",South West,CreativeC
22/05/23,YouTube,Retargeting,16650,271,188,"$2,461.67","$7,313.08",North West,CreativeC
22/05/23,Instagram,Prospecting,106625,144,36,"$6,526.11",$580.57,Scotland,CreativeC
22/05/23,TikTok,Retargeting,13369,2730,261,"$1,075.84","$1,394.04",Yorkshire and the Humber,CreativeC
22/05/23,Facebook,Retargeting,54938,1407,79,"$11,712.52","$1,427.25",North West,CreativeC
22/05/23,Instagram,Retargeting,85919,1797,207,"$13,276.64","$2,351.09",Scotland,CreativeC
22/05/23,TikTok,Retargeting,50043,1958,47,$977.26,"$3,538.76",East Midlands,CreativeC
22/05/23,Facebook,Prospecting,73294,559,59,"$7,441.45","$2,640.94",East of England,CreativeB
22/05/23,SnapChat,Prospecting,99239,1754,158,"$7,595.87","$5,491.05",East of England,CreativeB
22/05/23,YouTube,Retargeting,17590,2794,31,"$11,207.93","$2,824.22",Wales,CreativeA
22/05/23,TikTok,Prospecting,40852,748,135,"$8,187.02",$227.72,North East,CreativeC
22/05/23,Facebook,Retargeting,29518,41,56,$931.25,"$2,210.93",South West,CreativeB
22/05/23,Instagram,Prospecting,98389,749,63,"$12,242.28","$1,626.80",Scotland,CreativeB
22/05/23,Facebook,Prospecting,15390,1044,73,"$1,111.03","$4,084.50",North West,CreativeC
22/05/23,Instagram,Prospecting,66876,522,129,"$13,866.07","$2,526.47",West Midlands,CreativeA
22/05/23,YouTube,Retargeting,39032,584,74,"$1,510.91","$7,348.33",Wales,CreativeB
22/05/23,YouTube,Prospecting,19044,373,50,"$7,528.29","$2,390.78",Scotland,CreativeB
22/05/23,Facebook,Prospecting,74954,12,69,"$11,276.82","$2,143.45",South West,CreativeC
22/05/23,Facebook,Retargeting,13370,844,35,"$13,786.78",$983.30,West Midlands,CreativeA
22/05/23,Instagram,Prospecting,7175,1990,42,"$3,865.94","$6,140.32",Wales,CreativeC
22/05/23,Instagram,Retargeting,90014,2012,31,"$14,438.40","$2,974.69",South West,CreativeA
22/05/23,TikTok,Prospecting,56099,1357,23,"$12,718.75","$2,149.84",Northern Ireland,CreativeA
22/05/23,TikTok,Retargeting,15877,141,60,"$11,184.47",$578.57,Wales,CreativeC
22/05/23,TikTok,Prospecting,28540,2158,234,"$2,650.70","$4,291.57",South East,CreativeB
22/05/23,Facebook,Retargeting,68414,1009,173,"$2,422.17","$1,448.71",Northern Ireland,CreativeC
22/05/23,TikTok,Prospecting,39494,1931,210,"$4,455.90","$6,454.19",North West,CreativeA
22/05/23,Facebook,Prospecting,52122,961,35,"$12,633.32","$7,377.71",London,CreativeA
22/05/23,YouTube,Retargeting,41780,1800,52,$788.36,"$1,530.15",Northern Ireland,CreativeC
22/05/23,SnapChat,Prospecting,65541,1169,161,"$12,605.69","$2,779.43",Scotland,CreativeC
22/05/23,YouTube,Prospecting,49573,49,21,"$7,763.76","$2,414.49",Yorkshire and the Humber,CreativeB
23/05/23,SnapChat,Retargeting,94116,2970,86,"$3,841.73","$1,144.99",North East,CreativeA
23/05/23,Facebook,Prospecting,11277,1329,116,"$4,181.06","$1,441.37",South East,CreativeC
23/05/23,Facebook,Retargeting,21250,102,64,"$1,774.70","$6,660.47",South West,CreativeC
23/05/23,SnapChat,Retargeting,88812,490,145,"$11,056.80","$1,228.21",West Midlands,CreativeA
23/05/23,YouTube,Prospecting,67559,1442,219,"$5,500.13",$605.37,East Midlands,CreativeC
23/05/23,SnapChat,Prospecting,62872,393,58,"$11,488.79","$3,659.63",London,CreativeA
23/05/23,YouTube,Prospecting,26848,1484,153,"$7,818.41","$5,802.14",Wales,CreativeA
23/05/23,TikTok,Retargeting,61484,2633,213,"$10,927.18","$4,224.19",Wales,CreativeC
23/05/23,TikTok,Prospecting,46667,2226,233,"$4,061.74","$5,003.44",East Midlands,CreativeB
23/05/23,YouTube,Prospecting,49548,3708,149,"$6,177.62",$581.29,East of England,CreativeC
23/05/23,SnapChat,Prospecting,63966,1691,127,"$10,147.39","$5,032.34",South West,CreativeB
23/05/23,TikTok,Retargeting,10283,930,96,"$4,110.63","$8,512.51",South East,CreativeB
23/05/23,SnapChat,Prospecting,14890,2836,217,"$3,582.28","$2,148.41",London,CreativeC
23/05/23,TikTok,Prospecting,70098,2249,62,"$11,718.13",$329.25,East Midlands,CreativeA
23/05/23,SnapChat,Prospecting,72112,833,47,"$5,997.44",$468.95,Scotland,CreativeA
23/05/23,SnapChat,Prospecting,77571,335,56,"$6,537.15",$450.02,South East,CreativeB
23/05/23,Instagram,Retargeting,97340,847,22,"$6,190.05",$324.00,North East,CreativeA
23/05/23,YouTube,Retargeting,49030,15,35,"$9,039.27","$2,228.04",North West,CreativeB
23/05/23,Facebook,Retargeting,65845,27,251,"$3,547.63",$278.51,West Midlands,CreativeC
23/05/23,YouTube,Retargeting,8385,2227,216,"$4,454.20","$1,906.17",North East,CreativeC
23/05/23,SnapChat,Prospecting,63521,2283,143,"$13,381.61","$6,916.50",Northern Ireland,CreativeA
23/05/23,SnapChat,Retargeting,25896,2477,56,"$13,487.96","$1,434.32",Scotland,CreativeA
23/05/23,YouTube,Prospecting,21223,269,17,"$6,584.79","$6,922.98",Wales,CreativeA
23/05/23,SnapChat,Retargeting,40154,2173,178,"$2,398.64","$1,426.06",South West,CreativeC
23/05/23,TikTok,Prospecting,48202,2057,62,"$1,528.65","$1,946.79",North East,CreativeC
23/05/23,SnapChat,Prospecting,94263,2571,52,"$12,013.39","$2,606.89",West Midlands,CreativeA
23/05/23,YouTube,Prospecting,54784,3487,172,"$6,776.81","$2,094.31",North East,CreativeC
23/05/23,YouTube,Retargeting,26067,3844,132,"$4,012.63","$8,007.05",East of England,CreativeC
23/05/23,YouTube,Retargeting,11051,924,45,"$11,263.96","$3,697.27",West Midlands,CreativeA
23/05/23,Instagram,Retargeting,53159,127,239,"$3,795.50","$4,786.37",Scotland,CreativeA
23/05/23,Instagram,Prospecting,31400,56,267,"$2,543.77","$1,090.14",South West,CreativeB
23/05/23,Instagram,Retargeting,43802,138,253,"$8,940.21","$2,892.43",Scotland,CreativeC
23/05/23,Instagram,Prospecting,68447,213,193,"$2,138.14","$2,488.40",South West,CreativeA
23/05/23,Instagram,Retargeting,118927,137,241,"$13,895.65",$424.19,Wales,CreativeA
23/05/23,Instagram,Retargeting,81634,1202,115,"$12,335.27","$1,985.94",South East,CreativeA
23/05/23,Instagram,Retargeting,111224,82,36,"$4,864.89","$1,824.20",East Midlands,CreativeC
23/05/23,YouTube,Retargeting,1682,2209,23,"$1,585.86",$941.78,North West,CreativeA
23/05/23,Facebook,Retargeting,20963,149,202,"$3,946.53","$3,449.44",London,CreativeA
23/05/23,Instagram,Prospecting,76991,722,14,"$5,343.77",$960.91,Northern Ireland,CreativeC
23/05/23,YouTube,Retargeting,21866,55,32,"$4,537.39","$6,377.87",Wales,CreativeA
23/05/23,Facebook,Retargeting,38130,496,12,"$2,790.33","$1,829.07",North East,CreativeB
23/05/23,Instagram,Retargeting,26557,1035,53,"$1,616.87","$4,153.85",West Midlands,CreativeA
23/05/23,Facebook,Prospecting,41914,1614,7,"$1,856.45","$2,175.53",South East,CreativeC
23/05/23,Facebook,Retargeting,36571,265,51,"$4,715.72","$2,168.46",North East,CreativeC
23/05/23,TikTok,Retargeting,89464,2179,227,"$11,504.43","$4,179.52",South East,CreativeC
23/05/23,SnapChat,Prospecting,2302,1081,43,"$6,528.37","$5,144.10",Northern Ireland,CreativeA
23/05/23,TikTok,Retargeting,72019,151,29,"$3,550.42","$7,206.31",Scotland,CreativeB
23/05/23,Facebook,Prospecting,9346,954,73,"$7,467.14","$6,563.20",London,CreativeC
23/05/23,YouTube,Prospecting,86692,129,123,"$1,737.35","$1,934.96",Yorkshire and the Humber,CreativeB
23/05/23,Instagram,Retargeting,50870,2209,144,"$6,031.72","$2,325.18",Scotland,CreativeB
23/05/23,SnapChat,Prospecting,6967,2022,100,"$13,591.33","$2,443.00",East Midlands,CreativeA
23/05/23,Instagram,Retargeting,119808,1620,42,"$2,766.82","$6,490.53",East Midlands,CreativeC
23/05/23,YouTube,Prospecting,75046,2350,18,"$1,862.09",$266.38,East of England,CreativeC
23/05/23,SnapChat,Retargeting,90399,2267,6,"$4,660.05","$7,681.66",Northern Ireland,CreativeB
23/05/23,TikTok,Prospecting,58241,101,257,"$5,015.91",$811.62,East of England,CreativeC
23/05/23,Facebook,Prospecting,19920,27,170,"$10,475.71","$1,288.01",West Midlands,CreativeA
23/05/23,YouTube,Prospecting,32107,1507,88,"$1,325.01","$2,837.04",Wales,CreativeB
23/05/23,Facebook,Retargeting,46128,1540,44,"$7,941.64","$2,266.74",South West,CreativeB
23/05/23,Facebook,Prospecting,35058,57,26,"$10,534.44","$1,295.87",Yorkshire and the Humber,CreativeC
23/05/23,Instagram,Retargeting,30775,287,256,"$6,192.76","$3,941.57",East of England,CreativeA
24/05/23,TikTok,Prospecting,7460,1531,68,"$5,611.96","$2,487.68",Northern Ireland,CreativeC
24/05/23,Facebook,Prospecting,61357,441,44,"$10,920.27","$7,662.22",Yorkshire and the Humber,CreativeA
24/05/23,TikTok,Retargeting,55475,2228,162,"$4,325.54","$2,027.17",London,CreativeC
24/05/23,Facebook,Retargeting,67954,1118,8,"$9,887.89",$685.72,Scotland,CreativeA
24/05/23,Instagram,Retargeting,9828,2284,270,"$15,487.82","$3,471.86",East Midlands,CreativeA
24/05/23,Instagram,Prospecting,92366,2308,203,"$2,624.11","$4,702.41",South West,CreativeC
24/05/23,SnapChat,Retargeting,57946,63,28,"$5,185.49",$860.60,South East,CreativeA
24/05/23,Instagram,Prospecting,77726,509,55,"$14,235.53","$2,946.55",London,CreativeA
24/05/23,TikTok,Prospecting,85964,1470,200,"$11,067.30","$6,708.84",South West,CreativeB
24/05/23,Instagram,Prospecting,109747,2220,24,"$4,225.31",$515.25,South West,CreativeB
24/05/23,Facebook,Retargeting,29952,1871,26,"$9,120.76","$7,499.77",South East,CreativeC
24/05/23,Instagram,Retargeting,14712,363,235,"$14,758.39","$1,701.06",Wales,CreativeA
24/05/23,TikTok,Retargeting,17367,1919,146,"$11,240.37","$1,287.08",North East,CreativeA
24/05/23,Facebook,Prospecting,2756,1873,7,"$9,233.07","$4,875.75",South West,CreativeB
24/05/23,SnapChat,Retargeting,10974,191,25,"$10,075.82","$3,903.47",North East,CreativeC
24/05/23,SnapChat,Retargeting,92848,3112,43,"$5,118.78","$2,374.29",West Midlands,CreativeA
24/05/23,SnapChat,Prospecting,24503,278,85,"$6,276.60",$456.48,London,CreativeC
24/05/23,Facebook,Prospecting,75968,486,52,"$10,422.35","$3,713.47",Scotland,CreativeA
24/05/23,SnapChat,Prospecting,60925,638,184,"$8,430.94",$980.55,North East,CreativeB
24/05/23,Instagram,Prospecting,97808,1744,220,"$6,410.83","$3,270.96",Scotland,CreativeA
24/05/23,Facebook,Prospecting,53588,99,207,"$6,761.04","$1,463.45",North East,CreativeC
24/05/23,Facebook,Retargeting,65314,662,228,"$6,051.32",$168.83,Yorkshire and the Humber,CreativeC
24/05/23,Facebook,Prospecting,28156,1565,40,"$7,935.47",$752.65,Northern Ireland,CreativeB
24/05/23,YouTube,Retargeting,65168,3792,184,"$4,304.19","$8,522.41",Scotland,CreativeC
24/05/23,TikTok,Prospecting,62218,2350,74,"$7,601.17","$2,116.54",London,CreativeC
24/05/23,YouTube,Retargeting,52428,2133,13,"$2,800.55","$1,803.42",Northern Ireland,CreativeC
24/05/23,YouTube,Retargeting,72301,2854,190,"$1,655.11","$2,792.40",North West,CreativeC
24/05/23,YouTube,Prospecting,58587,3577,40,"$11,452.14","$4,247.46",South West,CreativeC
24/05/23,TikTok,Prospecting,40741,2236,42,"$9,072.40","$6,583.26",London,CreativeC
24/05/23,YouTube,Retargeting,75673,3430,152,"$10,260.37","$1,522.13",Wales,CreativeA
24/05/23,SnapChat,Prospecting,88888,693,49,"$8,014.06","$3,570.02",South East,CreativeB
24/05/23,Facebook,Prospecting,67157,398,233,"$14,335.07","$5,332.27",London,CreativeA
24/05/23,Facebook,Prospecting,61001,658,199,"$8,296.72","$4,700.96",Yorkshire and the Humber,CreativeC
24/05/23,Instagram,Prospecting,84274,947,220,"$14,361.57","$2,866.99",South West,CreativeB
